,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157
6659,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,0.0,-9.7,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-1.48,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6660,,,,,,,,,,,,,,,,,,,-9.02,,,,,,,,,,,,,8.35,,,,,,,,,,,,,,,,,,,,,8.86,-9.09,,,,,,,,,,,,,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43,-8.26,,,,,,,,,,,,,,,,,,,,,,,,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6661,,,,,,,,,,,,,,,,,,,-1.71,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,0.0,,,,,,,,,,1.36,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6662,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,1.56,,3.19,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6663,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,-5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6664,,,,,,,,-8.14,,,,,-7.33,,,,,,-9.53,,,-7.0,,,,,,,,,,-7.58,,,-6.3,-8.84,,-8.28,,,,,,,,,,,,-10.0,,,0.0,-6.79,,,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,-6.15,,,,,,,,,,,,,,,,,,-4.97,-8.43,,-5.91,,,,,,,,,,,,,,,,,,-8.82,,3.22,,-4.95,-8.04,,-7.27,,,,,,,,,,,,,,,,,,,,-6.2,0.0,,,,,0.0
6665,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,1.79,-5.22,,,,,,,,,,,,,,-1.59,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.86,,-5.28,,,,,,,,,,,,0.91,,,,,,,,-3.46,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.2,,,,
6666,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6667,,,,,,,,,,,,,,,,,,,4.31,,,,,,,,,-4.84,,,,-3.99,,,-3.3,,,,,,,,,,,,,,,-8.46,,,-5.53,,-5.9,,,,,,,,,,,,,,,,,3.94,,,,,,4.1,,,,,,,,,,,2.5,,,,,,,0.74,,,,,,,,,-4.2,,-4.73,,,,,,,,,,,,,,,,,,,,2.13,,,,,-4.95,,,,,,,,,-10.0,,,,-5.21,,,,6.81,,,-6.06,-2.71,-5.37,,,-5.05,
6668,,,,,,,,,,,,,,,,,,,-8.84,,,9.61,,,,,,1.28,,,,0.21,,,-8.99,-5.24,0.0,,1.64,0.46,-1.82,1.61,,,0.0,0.56,1.78,2.07,2.53,0.0,,,-1.88,4.62,-0.37,,,,,,,3.95,2.96,,4.31,,-2.84,3.27,0.35,3.16,,-4.97,,2.28,,2.51,0.0,1.43,,,4.06,,,5.67,,,,,0.0,7.37,,1.82,0.0,1.8,,1.7,5.63,,1.78,,,,,0.06,-5.59,,-5.18,2.65,3.56,4.58,1.84,,1.85,,-2.13,,0.0,0.0,,0.7,6.44,-0.08,,,7.74,1.18,1.28,,-4.91,5.38,0.06,3.02,0.0,2.9,,,,0.21,1.61,,,,0.23,2.48,4.64,0.0,0.0,0.66,1.95,0.0,0.0,7.2,0.0,0.0,2.82,0.0,4.51,-3.11
6669,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,9.59,0.0,,,,,,,,,,,,,,9.63,,,,,,10.0,,,,,,,,,,4.35,,,,,,-0.85,,,,,,,,,,,,,,,,9.59,,,,,,,,,,,,,,,,0.0,9.8,,,,,,,,,,,,,,5.24,,0.0,,,,,,,-5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6670,,,,,,,,,,,,,,,,,,,-4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6675,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6676,,,,,,,,,,,,,,,,,,,2.59,,,,,,,,,,6.13,,,7.79,,,5.91,3.24,,,,,,,,,,,4.95,,0.0,8.34,,,6.82,4.46,,,,,,,,0.0,4.18,,,-1.16,,8.0,4.4,,,3.89,,,,,,,-1.86,,,,,,2.69,,,,4.63,,,,8.52,,,,0.0,,,,,,,5.73,3.6,6.2,4.36,5.01,,,,,,,,,2.22,,4.63,,3.99,,,,,7.58,7.62,,2.62,,,,,8.39,,,,1.34,,,,,,,,,,3.55,,1.21,5.08,,2.1,,1.33,-2.91,,
6677,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,5.02,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.41,,10.0,,,,,,,,,,,,,,,,,,,,4.94,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,
6678,,,,,,,,,,,,,,,,,,,10.0,,0.0,,,,,,,,,,,1.91,,,5.33,,,,,,0.65,,,,,,,,,0.0,,,6.61,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,3.7,,,,,,,10.0,,,,,,,,,5.41,3.6,-3.01,4.23,,,,,,,,,,,,,,,,,,,5.43,,10.0,,,,,,,,,,,,,,,,,,,,,,0.0,,6.42,10.0,,,,
6679,,,,,,,,,,,,,,,,,,,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,,,,,,,,,,,,,,,,,,,,,,-7.87,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680,,,,,,,,,,,,,,,,,,,-6.05,,,,,,,,,,-5.99,,,,,,5.74,,,,,,,,,,,,,,,,,,7.39,,,,,,,,,7.11,,,,,,7.75,,,,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88,5.1,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53,,,,,,,,,,8.02,,,,,,
6681,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,4.41,4.98,,,,,,,,,,,,,,0.0,,,,,,2.78,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,-2.24,,,,,,,,,,,,,,,,-10.0,3.01,,,,,,,,,,,,,,2.31,,0.0,,,,,,,-3.2,,,,2.73,,,,,,,,,,,,,,,,,,,,0.0,,-0.85,-5.53,0.49,0.0,
6682,,,,,,,,,,,,,,,,,,,-5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,-2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6683,,,,,,,0.0,-10.0,,,,,-4.72,,-10.0,,,0.0,-0.24,,6.38,0.0,0.0,,2.56,,,,,10.0,,,-10.0,,-4.23,,0.89,0.0,,5.24,,-3.82,,,,,,,,0.0,,,0.0,,-10.0,,,,,-5.57,,0.0,,,-10.0,,,,,,,1.14,,,,,,,,,,,,,,3.46,,,,,3.09,,,10.0,2.8,,,,,,,,,,-3.62,10.0,3.86,,,,,,,,,,,,-10.0,,,,,,-3.29,5.69,3.78,,,,,,-5.16,,-8.62,,,,,,,,10.0,-9.8,,,,,,-10.0,0.0,-7.24,0.0,-2.2,-10.0,-9.51,-5.37,0.0
6684,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6686,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6688,,,,,,,,,,,,,,,,,,-8.01,4.11,,,,,,,,,,,,,,,,-5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.22,,,,,,,,,,,,,,,,,,,,,,-9.92,,,,,,,,,,,4.39,,-7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,-5.98,,,,,,,,,,,,,,,,,,,,
6689,,,,,,,,,,,,,,,,,,7.56,10.0,,,,,,,,,,,,,,,,-4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,,0.0,,,,,,,,,,,,,,,,,,,,9.47,,,,,,,,,,,-5.04,,,,,,,,,,,,,,,,,,,,
6690,,,,,,,-9.61,0.0,,,,,0.0,,0.0,,-2.87,0.0,-1.93,,0.0,-1.16,0.0,,0.0,0.0,,0.0,,-7.83,,0.0,0.0,0.67,-3.96,-9.09,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,-4.7,3.88,,,,0.0,1.81,-2.09,,1.81,-0.91,0.59,,0.47,0.0,,0.0,0.96,0.0,-3.88,0.0,,,0.79,,,,0.0,,0.0,,,0.0,2.01,-9.45,0.0,,3.27,0.0,,0.67,0.0,-9.51,,0.0,,-1.4,-2.62,0.0,0.0,0.0,,-10.28,0.26,0.0,0.0,1.77,0.0,-3.72,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,-1.52,1.61,0.0,0.0,0.0,0.0,,-1.52,0.0,-6.36,,0.0,,-0.79,-0.67,,0.0,,0.0,,0.0,,0.59,,,,,,,,0.0,,0.0,-6.69,-4.57,5.67,-5.1,-0.79,0.91,-1.04,0.71
6691,,,,,,,,,,,,,,,0.0,,,,-5.92,,-4.68,0.0,0.0,0.0,,0.0,,,-3.46,,,,,,0.0,0.0,,-3.35,,,,,,,,,,,,-5.12,,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,,1.2,2.86,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,3.06,-5.67,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,-3.25,0.0,-5.37,0.0,0.0
6692,,,,,,,,,,,,,,,,,,,-1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6693,,,,,,,-10.0,-10.0,,,,,0.0,,-10.0,-8.55,,-10.0,-10.0,,-9.42,-8.9,,,,-10.0,,-7.66,-10.0,,,,,-10.0,-6.15,5.41,-10.0,-7.5,,,,,,,,,0.13,,,-4.85,,,-2.64,2.18,-10.0,-8.64,,,-8.64,-8.9,,,,-10.0,-3.75,-7.39,-9.3,,-3.42,,,-5.41,,,,-2.79,,-9.44,,,-10.0,,,,,-6.94,-8.76,-9.22,,,-7.39,,-6.53,-10.0,,,-3.05,,,,,-9.3,,-10.0,-5.99,,3.18,-6.03,-4.23,-8.18,-2.0,-3.75,,,,,-7.23,,-6.2,,-3.01,-1.4,-7.25,,-1.95,-10.0,-7.13,-10.0,-18.41,,,-3.86,-9.17,,,,,-10.0,,,,,-3.18,,,,-10.0,,,-7.85,-10.0,-9.44,-10.0,-9.26,-9.65,-9.19,-10.0,-10.0
6694,,,,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6696,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.18,,,,,,,,,,,,,,,,,,,,,,-6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6697,,,,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,,,,,,-2.48,,,,,,,,,,,,,,,,,,6.77,,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22,,1.87,,,,,,,4.07,,,,,,,,,,,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6698,,,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6699,,,,,,,,,,,,,,,,,,,-2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6700,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6701,,,,,,,-9.71,-7.86,,,,,-4.22,,-8.54,-9.76,,-6.54,0.0,,,,-9.66,,,-9.66,,,,,,,,,-4.27,-9.81,,,-9.87,,-6.78,,,,,,,,,3.99,,,,,-9.6,-10.0,,,-5.26,-3.93,,,-8.1,,-8.32,0.0,,,,,,1.44,,-9.85,,,,-9.82,,,-9.69,,,,,-9.61,0.0,0.0,-9.52,,,,,-4.88,,-6.39,,,,,-9.82,,,-6.63,-2.54,,2.14,,-9.6,,,0.0,,-9.73,,,,,-4.92,,1.29,,,,,,-5.33,2.29,,,,-6.08,,,,,,-5.45,,,,,,,,-9.78,,,,,-9.76,-9.72,-9.08,-9.66,-9.8,-5.83,-4.53,0.0
6702,,,,,,,,,,,,,,,,,,,5.16,,,,,,,,,,,,,,,,-3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6703,,,,,,,,,,,,,,,,,,,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6704,,,,,,,,,,,,,,,,,,,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6705,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6706,,,,,,,,,,,,,,,,,,,6.18,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,
6707,,,,,,,,,,,,,,,,,,,5.04,,8.78,,,,,2.57,,,,,,,,,2.62,,,,,,,,,,,,,,,3.14,,,0.0,,,,,,,,,,,,3.2,,,,,,,10.0,,,,,,,,,,,-3.04,,,,,,,,,,,,,4.59,,,,,,,,,1.84,,-1.48,,,,,,,,,,,,,,,,,,6.62,,6.36,,-4.5,,,10.0,,,,,,3.48,,,,,,,,,,,-1.24,,,3.14,-10.0,,3.93,1.07,,-6.34
6708,,,,,,,,,,,,,,,,,,,-4.23,,,,,,,,,,,,,,,,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6709,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6710,,,,,,,,,,,,,,,,,,,-4.19,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.48,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6711,,,,,,,,,,,,,,,,,,,-4.59,,10.0,,,,,2.97,,,-10.0,,,,,,1.67,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,3.66,,10.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,
6712,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6713,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7699999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6714,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,10.0,,,,,,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6715,,,,,,,,,,,,,,,,,,,-5.93,,,,,,,,,,,,,,,,-3.03,-4.58,,,,,,,,,,,,,,-1.68,,,-1.68,,,,,,,,,,,,,,,,,,,-4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6716,,,,,,,,,,,,,,,,,,,4.39,,,,,,,,,,,,,5.18,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,-2.24,,,,,,5.08,,,,6.36,,,,,,,,,,,,,,,,,5.28,,,,,,,,,,,,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.08,,,,,,6.54,,,,
6717,,,,,,,,2.21,,,,,-10.0,,,10.0,,1.91,2.91,,,,,,,,,,,,,,,,-8.29,-5.09,,,,,,,,,,,,,,-8.57,,,,,,,,,,,,,,,,0.45,,,,,,-9.69,,,,,,,,,,,,,-8.04,,,,,,,,,1.41,,,,,,,,,,-6.16,-7.17,,1.49,,,,,0.9,,,,,,,0.0,,,,,,,,-7.68,,,,,-7.66,,,-8.1,,,3.28,,,,,,,,,,,,,,-4.45,,,,,,
6718,,,,,,,,,,,,,,,,,,,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6719,,,,,,,,,,,,,,,,,,,4.73,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,3.4,2.36,,3.37,,,,,,,,,,,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
6720,,,,,,,,,,,,,,,,,,,-4.98,,,,,,,,,,,,,,,,-8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.22,,,,,,,,,,,,,,,,,,,,,,-9.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6721,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6722,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6723,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
